web-scraper-order,web-scraper-start-url,Links,Links-href,Name,Casts,Movie info,Ratings,Runtime,Movie stars,Director,Writers
1689703055-151,https://www.imdb.com/chart/top/?ref_=nv_mv_250,100. North by Northwest,https://www.imdb.com/title/tt0053125/?ref_=chttp_t_100,North by Northwest,Cast & crew,"A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.",8.3,2h 16m,,DirectorAlfred Hitchcock,WriterErnest Lehman
1689703066-152,https://www.imdb.com/chart/top/?ref_=nv_mv_250,99. M,https://www.imdb.com/title/tt0022100/?ref_=chttp_t_99,M,Cast & crew,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",8.3,1h 39m,,DirectorFritz Lang,WritersThea von HarbouFritz LangEgon Jacobsohn
1689703076-153,https://www.imdb.com/chart/top/?ref_=nv_mv_250,98. Citizen Kane,https://www.imdb.com/title/tt0033467/?ref_=chttp_t_98,Citizen Kane,Cast & crew,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'",8.3,1h 59m,,DirectorOrson Welles,WritersHerman J. MankiewiczOrson WellesJohn Houseman
1689703092-154,https://www.imdb.com/chart/top/?ref_=nv_mv_250,97. Ikiru,https://www.imdb.com/title/tt0044741/?ref_=chttp_t_97,Ikiru,Cast & crew,A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.,8.3,2h 23m,,DirectorAkira Kurosawa,WritersAkira KurosawaShinobu HashimotoHideo Oguni
1689703104-155,https://www.imdb.com/chart/top/?ref_=nv_mv_250,96. Lawrence of Arabia,https://www.imdb.com/title/tt0056172/?ref_=chttp_t_96,Lawrence of Arabia,Cast & crew,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",8.3,3h 38m,,DirectorDavid Lean,WritersRobert BoltMichael Wilson
1689703115-156,https://www.imdb.com/chart/top/?ref_=nv_mv_250,95. Reservoir Dogs,https://www.imdb.com/title/tt0105236/?ref_=chttp_t_95,Reservoir Dogs,Cast & crew,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",8.3,1h 39m,,DirectorQuentin Tarantino,WritersQuentin TarantinoRoger Avary
1689703125-157,https://www.imdb.com/chart/top/?ref_=nv_mv_250,94. The Hunt,https://www.imdb.com/title/tt2106476/?ref_=chttp_t_94,The Hunt,Cast & crew,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",8.3,1h 55m,,DirectorThomas Vinterberg,WritersThomas VinterbergTobias Lindholm
1689703134-158,https://www.imdb.com/chart/top/?ref_=nv_mv_250,93. 2001: A Space Odyssey,https://www.imdb.com/title/tt0062622/?ref_=chttp_t_93,2001: A Space Odyssey,Cast & crew,"After uncovering a mysterious artifact buried beneath the Lunar surface, a spacecraft is sent to Jupiter to find its origins - a spacecraft manned by two men and the supercomputer H.A.L. 9000.",8.3,2h 29m,,DirectorStanley Kubrick,WritersStanley KubrickArthur C. Clarke
1689703144-159,https://www.imdb.com/chart/top/?ref_=nv_mv_250,92. Eternal Sunshine of the Spotless Mind,https://www.imdb.com/title/tt0338013/?ref_=chttp_t_92,Eternal Sunshine of the Spotless Mind,Cast & crew,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories for ever.",8.3,1h 48m,,DirectorMichel Gondry,WritersCharlie KaufmanMichel GondryPierre Bismuth
1689703155-160,https://www.imdb.com/chart/top/?ref_=nv_mv_250,91. Come and See,https://www.imdb.com/title/tt0091251/?ref_=chttp_t_91,Come and See,Cast & crew,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",8.4,2h 22m,,DirectorElem Klimov,WritersAles AdamovichElem Klimov
1689703166-161,https://www.imdb.com/chart/top/?ref_=nv_mv_250,90. Star Wars: Episode VI - Return of the Jedi,https://www.imdb.com/title/tt0086190/?ref_=chttp_t_90,Star Wars: Episode VI - Return of the Jedi,Cast & crew,"After rescuing Han Solo from Jabba the Hutt, the Rebels attempt to destroy the second Death Star, while Luke struggles to help Darth Vader back from the dark side.",8.3,2h 11m,,DirectorRichard Marquand,WritersLawrence KasdanGeorge Lucas
1689703177-162,https://www.imdb.com/chart/top/?ref_=nv_mv_250,89. Toy Story 3,https://www.imdb.com/title/tt0435761/?ref_=chttp_t_89,Toy Story 3,Cast & crew,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",8.3,1h 43m,,DirectorLee Unkrich,WritersJohn LasseterAndrew StantonLee Unkrich
1689703188-163,https://www.imdb.com/chart/top/?ref_=nv_mv_250,88. Capernaum,https://www.imdb.com/title/tt8267604/?ref_=chttp_t_88,Capernaum,Cast & crew,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.",8.4,2h 6m,,DirectorNadine Labaki,WritersNadine LabakiJihad HojeilyMichelle Keserwany
1689703202-164,https://www.imdb.com/chart/top/?ref_=nv_mv_250,87. Requiem for a Dream,https://www.imdb.com/title/tt0180093/?ref_=chttp_t_87,Requiem for a Dream,Cast & crew,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,8.3,1h 42m,,DirectorDarren Aronofsky,WritersHubert Selby Jr.Darren Aronofsky
1689703220-165,https://www.imdb.com/chart/top/?ref_=nv_mv_250,86. High and Low,https://www.imdb.com/title/tt0057565/?ref_=chttp_t_86,High and Low,Cast & crew,An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.,8.4,2h 23m,,DirectorAkira Kurosawa,WritersHideo OguniRyûzô KikushimaEijirô Hisaita
1689703235-166,https://www.imdb.com/chart/top/?ref_=nv_mv_250,85. Singin' in the Rain,https://www.imdb.com/title/tt0045152/?ref_=chttp_t_85,Singin' in the Rain,Cast & crew,A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,8.3,1h 43m,,DirectorsStanley DonenGene Kelly,WritersBetty ComdenAdolph Green
1689703248-167,https://www.imdb.com/chart/top/?ref_=nv_mv_250,84. 3 Idiots,https://www.imdb.com/title/tt1187043/?ref_=chttp_t_84,3 Idiots,Cast & crew,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",8.4,2h 50m,,DirectorRajkumar Hirani,WritersAbhijat JoshiRajkumar HiraniVidhu Vinod Chopra
1689703260-168,https://www.imdb.com/chart/top/?ref_=nv_mv_250,83. Your Name.,https://www.imdb.com/title/tt5311514/?ref_=chttp_t_83,Your Name.,Cast & crew,"Two teenagers share a profound, magical connection upon discovering they are swapping bodies. Things manage to become even more complicated when the boy and girl decide to meet in person.",8.4,1h 46m,,DirectorMakoto Shinkai,WritersMakoto ShinkaiClark Cheng
1689703272-169,https://www.imdb.com/chart/top/?ref_=nv_mv_250,82. Once Upon a Time in America,https://www.imdb.com/title/tt0087843/?ref_=chttp_t_82,Once Upon a Time in America,Cast & crew,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.",8.3,3h 49m,,DirectorSergio Leone,WritersHarry GreyLeonardo BenvenutiPiero De Bernardi
1689703291-170,https://www.imdb.com/chart/top/?ref_=nv_mv_250,81. Good Will Hunting,https://www.imdb.com/title/tt0119217/?ref_=chttp_t_81,Good Will Hunting,Cast & crew,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",8.3,2h 6m,,DirectorGus Van Sant,WritersMatt DamonBen Affleck
1689703305-171,https://www.imdb.com/chart/top/?ref_=nv_mv_250,80. Princess Mononoke,https://www.imdb.com/title/tt0119698/?ref_=chttp_t_80,Princess Mononoke,Cast & crew,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",8.3,2h 14m,,DirectorHayao Miyazaki,WritersHayao MiyazakiNeil Gaiman
1689703319-172,https://www.imdb.com/chart/top/?ref_=nv_mv_250,79. Avengers: Endgame,https://www.imdb.com/title/tt4154796/?ref_=chttp_t_79,Avengers: Endgame,Cast & crew,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",8.4,3h 1m,,DirectorsAnthony RussoJoe Russo,WritersChristopher MarkusStephen McFeelyStan Lee
1689703327-173,https://www.imdb.com/chart/top/?ref_=nv_mv_250,78. Joker,https://www.imdb.com/title/tt7286456/?ref_=chttp_t_78,Joker,Cast & crew,"The rise of Arthur Fleck, from aspiring stand-up comedian and pariah to Gotham's clown prince and leader of the revolution.",8.4,2h 2m,,DirectorTodd Phillips,WritersTodd PhillipsScott SilverBob Kane
1689703337-174,https://www.imdb.com/chart/top/?ref_=nv_mv_250,77. Das Boot,https://www.imdb.com/title/tt0082096/?ref_=chttp_t_77,Das Boot,Cast & crew,A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.,8.4,,,DirectorWolfgang Petersen,WritersWolfgang PetersenLothar G. Buchheim
1689703351-175,https://www.imdb.com/chart/top/?ref_=nv_mv_250,76. Braveheart,https://www.imdb.com/title/tt0112573/?ref_=chttp_t_76,Braveheart,Cast & crew,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,8.3,2h 58m,,DirectorMel Gibson,WriterRandall Wallace
1689703362-176,https://www.imdb.com/chart/top/?ref_=nv_mv_250,75. Toy Story,https://www.imdb.com/title/tt0114709/?ref_=chttp_t_75,Toy Story,Cast & crew,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,8.3,1h 21m,,DirectorJohn Lasseter,WritersJohn LasseterPete DocterAndrew Stanton
1689703372-177,https://www.imdb.com/chart/top/?ref_=nv_mv_250,74. Amadeus,https://www.imdb.com/title/tt0086879/?ref_=chttp_t_74,Amadeus,Cast & crew,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him.",8.4,2h 40m,,DirectorMilos Forman,WritersPeter ShafferZdenek Mahler
1689703385-178,https://www.imdb.com/chart/top/?ref_=nv_mv_250,73. Coco,https://www.imdb.com/title/tt2380307/?ref_=chttp_t_73,Coco,Cast & crew,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",8.4,1h 45m,,DirectorsLee UnkrichAdrian Molina,WritersLee UnkrichJason KatzMatthew Aldrich
1689703403-179,https://www.imdb.com/chart/top/?ref_=nv_mv_250,72. Oldboy,https://www.imdb.com/title/tt0364569/?ref_=chttp_t_72,Oldboy,Cast & crew,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days.",8.4,2h,,DirectorPark Chan-wook,WritersGaron TsuchiyaNobuaki MinegishiPark Chan-wook
1689703416-180,https://www.imdb.com/chart/top/?ref_=nv_mv_250,71. Inglourious Basterds,https://www.imdb.com/title/tt0361748/?ref_=chttp_t_71,Inglourious Basterds,Cast & crew,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",8.3,2h 33m,,DirectorQuentin Tarantino,WriterQuentin Tarantino
1689703428-181,https://www.imdb.com/chart/top/?ref_=nv_mv_250,70. Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,https://www.imdb.com/title/tt0057012/?ref_=chttp_t_70,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Cast & crew,"An insane American general orders a bombing attack on the Soviet Union, triggering a path to nuclear holocaust that a war room full of politicians and generals frantically tries to stop.",8.4,1h 35m,,DirectorStanley Kubrick,WritersStanley KubrickTerry SouthernPeter George
1689703442-182,https://www.imdb.com/chart/top/?ref_=nv_mv_250,69. The Dark Knight Rises,https://www.imdb.com/title/tt1345836/?ref_=chttp_t_69,The Dark Knight Rises,Cast & crew,"Eight years after the Joker's reign of chaos, Batman is coerced out of exile with the assistance of the mysterious Selina Kyle in order to defend Gotham City from the vicious guerrilla terrorist Bane.",8.4,2h 44m,,DirectorChristopher Nolan,WritersJonathan NolanChristopher NolanDavid S. Goyer
1689703452-183,https://www.imdb.com/chart/top/?ref_=nv_mv_250,68. American Beauty,https://www.imdb.com/title/tt0169547/?ref_=chttp_t_68,American Beauty,Cast & crew,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,8.3,2h 2m,,DirectorSam Mendes,WriterAlan Ball
1689703463-184,https://www.imdb.com/chart/top/?ref_=nv_mv_250,67. Aliens,https://www.imdb.com/title/tt0090605/?ref_=chttp_t_67,Aliens,Cast & crew,"Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring.",8.4,2h 17m,,DirectorJames Cameron,WritersJames CameronDavid GilerWalter Hill
1689703474-185,https://www.imdb.com/chart/top/?ref_=nv_mv_250,66. Spider-Man: Into the Spider-Verse,https://www.imdb.com/title/tt4633694/?ref_=chttp_t_66,Spider-Man: Into the Spider-Verse,Cast & crew,Teen Miles Morales becomes the Spider-Man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.,8.4,1h 57m,,DirectorsBob PersichettiPeter RamseyRodney Rothman,WritersPhil LordRodney Rothman
1689703494-186,https://www.imdb.com/chart/top/?ref_=nv_mv_250,65. Witness for the Prosecution,https://www.imdb.com/title/tt0051201/?ref_=chttp_t_65,Witness for the Prosecution,Cast & crew,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,8.4,1h 56m,,DirectorBilly Wilder,WritersAgatha ChristieBilly WilderHarry Kurnitz
1689703507-187,https://www.imdb.com/chart/top/?ref_=nv_mv_250,64. The Great Dictator,https://www.imdb.com/title/tt0032553/?ref_=chttp_t_64,The Great Dictator,Cast & crew,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,8.4,2h 5m,,DirectorCharles Chaplin,WriterCharles Chaplin
1689703518-188,https://www.imdb.com/chart/top/?ref_=nv_mv_250,63. The Shining,https://www.imdb.com/title/tt0081505/?ref_=chttp_t_63,The Shining,Cast & crew,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",8.4,2h 26m,,DirectorStanley Kubrick,WritersStephen KingStanley KubrickDiane Johnson
1689703530-189,https://www.imdb.com/chart/top/?ref_=nv_mv_250,62. Avengers: Infinity War,https://www.imdb.com/title/tt4154756/?ref_=chttp_t_62,Avengers: Infinity War,Cast & crew,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,8.4,2h 29m,,DirectorsAnthony RussoJoe Russo,WritersChristopher MarkusStephen McFeelyStan Lee
1689703542-190,https://www.imdb.com/chart/top/?ref_=nv_mv_250,61. Paths of Glory,https://www.imdb.com/title/tt0050825/?ref_=chttp_t_61,Paths of Glory,Cast & crew,"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",8.4,1h 28m,,DirectorStanley Kubrick,WritersStanley KubrickCalder WillinghamJim Thompson
1689703554-191,https://www.imdb.com/chart/top/?ref_=nv_mv_250,60. Sunset Blvd.,https://www.imdb.com/title/tt0043014/?ref_=chttp_t_60,Sunset Blvd.,Cast & crew,A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,8.4,1h 50m,,DirectorBilly Wilder,WritersCharles BrackettBilly WilderD.M. Marshman Jr.
1689703567-192,https://www.imdb.com/chart/top/?ref_=nv_mv_250,59. The Lives of Others,https://www.imdb.com/title/tt0405094/?ref_=chttp_t_59,The Lives of Others,Cast & crew,"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",8.4,2h 17m,,DirectorFlorian Henckel von Donnersmarck,WriterFlorian Henckel von Donnersmarck
1689703578-193,https://www.imdb.com/chart/top/?ref_=nv_mv_250,58. WALL·E,https://www.imdb.com/title/tt0910970/?ref_=chttp_t_58,WALL·E,Cast & crew,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",8.4,1h 38m,,DirectorAndrew Stanton,WritersAndrew StantonPete DocterJim Reardon
1689703589-194,https://www.imdb.com/chart/top/?ref_=nv_mv_250,57. Raiders of the Lost Ark,https://www.imdb.com/title/tt0082971/?ref_=chttp_t_57,Raiders of the Lost Ark,Cast & crew,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before the Nazis can obtain its awesome powers.",8.4,1h 55m,,DirectorSteven Spielberg,WritersLawrence KasdanGeorge LucasPhilip Kaufman
1689703608-195,https://www.imdb.com/chart/top/?ref_=nv_mv_250,56. Django Unchained,https://www.imdb.com/title/tt1853728/?ref_=chttp_t_56,Django Unchained,Cast & crew,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.",8.4,2h 45m,,DirectorQuentin Tarantino,WriterQuentin Tarantino
1689703620-196,https://www.imdb.com/chart/top/?ref_=nv_mv_250,55. Memento,https://www.imdb.com/title/tt0209144/?ref_=chttp_t_55,Memento,Cast & crew,A man with short-term memory loss attempts to track down his wife's murderer.,8.4,1h 53m,,DirectorChristopher Nolan,WritersChristopher NolanJonathan Nolan
1689703632-197,https://www.imdb.com/chart/top/?ref_=nv_mv_250,54. Apocalypse Now,https://www.imdb.com/title/tt0078788/?ref_=chttp_t_54,Apocalypse Now,Cast & crew,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,8.4,2h 27m,,DirectorFrancis Ford Coppola,WritersJohn MiliusFrancis Ford CoppolaMichael Herr
1689703643-198,https://www.imdb.com/chart/top/?ref_=nv_mv_250,53. City Lights,https://www.imdb.com/title/tt0021749/?ref_=chttp_t_53,City Lights,Cast & crew,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",8.5,1h 27m,,DirectorCharles Chaplin,WritersCharles ChaplinHarry CarrHarry Crocker
1689703654-199,https://www.imdb.com/chart/top/?ref_=nv_mv_250,52. Alien,https://www.imdb.com/title/tt0078748/?ref_=chttp_t_52,Alien,Cast & crew,The crew of a commercial spacecraft encounters a deadly lifeform after investigating an unknown transmission.,8.5,1h 57m,,DirectorRidley Scott,WritersDan O'BannonRonald Shusett
1689703682-200,https://www.imdb.com/chart/top/?ref_=nv_mv_250,51. Rear Window,https://www.imdb.com/title/tt0047396/?ref_=chttp_t_51,Rear Window,Cast & crew,"A photographer in a wheelchair spies on his neighbors from his Greenwich Village courtyard apartment window, and becomes convinced one of them has committed murder, despite the skepticism of his fashion-model girlfriend.",8.5,1h 52m,,DirectorAlfred Hitchcock,WritersJohn Michael HayesCornell Woolrich
1689703698-201,https://www.imdb.com/chart/top/?ref_=nv_mv_250,50. Once Upon a Time in the West,https://www.imdb.com/title/tt0064116/?ref_=chttp_t_50,Once Upon a Time in the West,Cast & crew,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,8.5,2h 45m,,DirectorSergio Leone,WritersSergio DonatiSergio LeoneDario Argento
1689703710-202,https://www.imdb.com/chart/top/?ref_=nv_mv_250,49. Cinema Paradiso,https://www.imdb.com/title/tt0095765/?ref_=chttp_t_49,Cinema Paradiso,Cast & crew,A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,8.5,2h 35m,,DirectorGiuseppe Tornatore,WritersGiuseppe TornatoreVanna Paoli
1689703722-203,https://www.imdb.com/chart/top/?ref_=nv_mv_250,48. Modern Times,https://www.imdb.com/title/tt0027977/?ref_=chttp_t_48,Modern Times,Cast & crew,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,8.5,1h 27m,,DirectorCharles Chaplin,WriterCharles Chaplin
1689703737-204,https://www.imdb.com/chart/top/?ref_=nv_mv_250,47. The Intouchables,https://www.imdb.com/title/tt1675434/?ref_=chttp_t_47,The Intouchables,Cast & crew,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",8.5,1h 52m,,DirectorsOlivier NakacheÉric Toledano,WritersOlivier NakacheÉric ToledanoPhilippe Pozzo di Borgo
1689703750-205,https://www.imdb.com/chart/top/?ref_=nv_mv_250,46. Harakiri,https://www.imdb.com/title/tt0056058/?ref_=chttp_t_46,Harakiri,Cast & crew,"When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity.",8.6,2h 13m,,DirectorMasaki Kobayashi,WritersYasuhiko TakiguchiShinobu Hashimoto
1689703761-206,https://www.imdb.com/chart/top/?ref_=nv_mv_250,45. Grave of the Fireflies,https://www.imdb.com/title/tt0095327/?ref_=chttp_t_45,Grave of the Fireflies,Cast & crew,A young boy and his little sister struggle to survive in Japan during World War II.,8.5,1h 29m,,DirectorIsao Takahata,WritersAkiyuki NosakaIsao Takahata
1689703771-207,https://www.imdb.com/chart/top/?ref_=nv_mv_250,44. Casablanca,https://www.imdb.com/title/tt0034583/?ref_=chttp_t_44,Casablanca,Cast & crew,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,8.5,1h 42m,,DirectorMichael Curtiz,WritersJulius J. EpsteinPhilip G. EpsteinHoward Koch
1689703779-208,https://www.imdb.com/chart/top/?ref_=nv_mv_250,43. The Usual Suspects,https://www.imdb.com/title/tt0114814/?ref_=chttp_t_43,The Usual Suspects,Cast & crew,The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.,8.5,1h 46m,,DirectorBryan Singer,WriterChristopher McQuarrie
1689703789-209,https://www.imdb.com/chart/top/?ref_=nv_mv_250,42. The Prestige,https://www.imdb.com/title/tt0482571/?ref_=chttp_t_42,The Prestige,Cast & crew,"After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.",8.5,2h 10m,,DirectorChristopher Nolan,WritersJonathan NolanChristopher NolanChristopher Priest
1689703800-210,https://www.imdb.com/chart/top/?ref_=nv_mv_250,41. Whiplash,https://www.imdb.com/title/tt2582802/?ref_=chttp_t_41,Whiplash,Cast & crew,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,8.5,1h 46m,,DirectorDamien Chazelle,WriterDamien Chazelle
1689703808-211,https://www.imdb.com/chart/top/?ref_=nv_mv_250,40. The Departed,https://www.imdb.com/title/tt0407887/?ref_=chttp_t_40,The Departed,Cast & crew,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,8.5,2h 31m,,DirectorMartin Scorsese,WritersWilliam MonahanAlan MakFelix Chong
1689703817-212,https://www.imdb.com/chart/top/?ref_=nv_mv_250,39. American History X,https://www.imdb.com/title/tt0120586/?ref_=chttp_t_39,American History X,Cast & crew,"Living a life marked by violence, neo-Nazi Derek finally goes to prison after killing two black youths. Upon his release, Derek vows to change; he hopes to prevent his brother, Danny, who idolizes Derek, from following in his footsteps.",8.5,1h 59m,,DirectorTony Kaye,WriterDavid McKenna
1689703844-213,https://www.imdb.com/chart/top/?ref_=nv_mv_250,38. Gladiator,https://www.imdb.com/title/tt0172495/?ref_=chttp_t_38,Gladiator,Cast & crew,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,8.5,2h 35m,,DirectorRidley Scott,WritersDavid FranzoniJohn LoganWilliam Nicholson
1689703857-214,https://www.imdb.com/chart/top/?ref_=nv_mv_250,37. The Lion King,https://www.imdb.com/title/tt0110357/?ref_=chttp_t_37,The Lion King,Cast & crew,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",8.5,1h 28m,,DirectorsRoger AllersRob Minkoff,WritersIrene MecchiJonathan RobertsLinda Woolverton
1689703869-215,https://www.imdb.com/chart/top/?ref_=nv_mv_250,36. Léon: The Professional,https://www.imdb.com/title/tt0110413/?ref_=chttp_t_36,Léon: The Professional,Cast & crew,"12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.",8.5,1h 50m,,DirectorLuc Besson,WriterLuc Besson
1689703882-216,https://www.imdb.com/chart/top/?ref_=nv_mv_250,35. Parasite,https://www.imdb.com/title/tt6751668/?ref_=chttp_t_35,Parasite,Cast & crew,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,8.5,2h 12m,,DirectorBong Joon Ho,WritersBong Joon HoHan Jin-won
1689703892-217,https://www.imdb.com/chart/top/?ref_=nv_mv_250,34. Psycho,https://www.imdb.com/title/tt0054215/?ref_=chttp_t_34,Psycho,Cast & crew,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run and checks into a remote motel run by a young man under the domination of his mother.",8.5,1h 49m,,DirectorAlfred Hitchcock,WritersJoseph StefanoRobert Bloch
1689703906-218,https://www.imdb.com/chart/top/?ref_=nv_mv_250,33. The Pianist,https://www.imdb.com/title/tt0253474/?ref_=chttp_t_33,The Pianist,Cast & crew,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,8.5,2h 30m,,DirectorRoman Polanski,WritersRonald HarwoodWladyslaw Szpilman
1689703917-219,https://www.imdb.com/chart/top/?ref_=nv_mv_250,32. Spirited Away,https://www.imdb.com/title/tt0245429/?ref_=chttp_t_32,Spirited Away,Cast & crew,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches and spirits, a world where humans are changed into beasts.",8.6,2h 5m,,DirectorHayao Miyazaki,WriterHayao Miyazaki
1689703930-220,https://www.imdb.com/chart/top/?ref_=nv_mv_250,31. Back to the Future,https://www.imdb.com/title/tt0088763/?ref_=chttp_t_31,Back to the Future,Cast & crew,"Marty McFly, a 17-year-old high school student, is accidentally sent 30 years into the past in a time-traveling DeLorean invented by his close friend, the maverick scientist Doc Brown.",8.5,1h 56m,,DirectorRobert Zemeckis,WritersRobert ZemeckisBob Gale
1689703941-221,https://www.imdb.com/chart/top/?ref_=nv_mv_250,30. Terminator 2: Judgment Day,https://www.imdb.com/title/tt0103064/?ref_=chttp_t_30,Terminator 2: Judgment Day,Cast & crew,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son John from an even more advanced and powerful cyborg.",8.6,2h 17m,,DirectorJames Cameron,WritersJames CameronWilliam Wisher
1689703952-222,https://www.imdb.com/chart/top/?ref_=nv_mv_250,29. Star Wars: Episode IV - A New Hope,https://www.imdb.com/title/tt0076759/?ref_=chttp_t_29,Star Wars: Episode IV - A New Hope,Cast & crew,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",8.6,2h 1m,,DirectorGeorge Lucas,WriterGeorge Lucas
